Land Type,2020 (%),2017 (%)
forest,10.986218809864994,19.59024310920075
water,32.73601747188773,32.40234906002246
urban,12.139190318722305,0.6095185671726614
grassland,7.2476971414115905,7.869415080694122
desert,17.752763314462893,11.917449770847988
cropland,15.376017601232078,0.6060799410403129
bare soil,3.762095342418407,27.00494447102171
